customernumber;date;salutation;title;domain;datecreated;newsletter;model;paymenttype;deliverytype;invoicepostcode;delivpostcode;voucher;advertisingdatacode;case;numberitems;gift;entry;points;shippingcosts;deliverydatepromised;deliverydatereal;weight;remi;cancel;used;w0;w1;w2;w3;w4;w5;w6;w7;w8;w9;w10
2744;2008-08-18;0;0;5;2008-08-18;0;1;1;1;66;;0;;4;2;0;0;0;0;2008-08-19;2008-08-19;3;0;0;0;2;0;0;0;0;0;0;0;0;0;0
4892;2008-11-18;0;0;11;2008-11-18;0;1;0;0;61;;0;;3;1;0;0;0;0;2008-11-19;2008-11-18;534;0;0;0;0;0;0;0;0;0;0;0;0;0;2
59931;2008-12-29;0;0;4;2008-12-29;1;2;2;0;45;;1;;2;4;0;1;0;0;2008-12-31;2008-12-30;1122;0;0;0;0;3;1;0;0;0;0;0;0;0;0
30031;2008-11-29;1;0;4;2008-11-29;0;3;0;0;23;;0;;4;1;0;1;0;0;2008-12-12;2008-12-03;456;0;0;0;1;0;0;0;0;0;0;0;0;0;0
17844;2008-11-26;0;0;5;2008-11-26;1;1;1;1;19;;0;;5;5;0;0;0;0;2008-12-09;2008-12-10;893;0;0;0;0;0;0;0;4;0;0;0;0;1;0
6823;2008-06-30;0;0;8;2008-06-30;0;1;2;0;74;;0;BQ;2;1;0;0;0;1;2008-07-02;2008-07-01;237;0;0;0;1;0;0;0;0;0;0;0;0;0;0
64954;2008-09-10;0;0;9;2008-09-10;0;1;1;1;65;;0;;4;2;0;0;0;0;2008-09-24;2008-09-24;1453;0;0;0;0;0;0;0;0;0;0;0;0;2;0
23155;2008-10-23;1;0;9;2008-10-23;1;3;1;1;67;;0;;4;1;0;1;0;0;2008-10-24;2008-10-24;847;0;0;0;1;0;0;0;0;0;0;0;0;0;0
60737;2008-05-03;0;0;8;2008-05-03;0;1;0;0;95;;0;;4;1;0;0;0;0;2008-05-06;2008-05-05;2;1;0;0;1;0;0;0;0;0;0;0;0;0;0
19444;2008-11-13;1;0;4;2008-11-13;0;1;2;0;89;;0;;3;2;0;0;0;0;2008-11-26;2008-11-22;660;0;0;0;1;0;0;0;0;0;0;0;0;1;0
27821;2008-08-15;0;0;12;2008-08-15;0;1;0;0;57;;0;;5;3;0;0;0;0;2008-08-19;2008-08-18;1944;0;0;0;3;0;0;0;0;0;0;0;0;0;0
15539;2008-06-15;0;0;8;2008-06-15;0;3;3;0;52;;0;;4;5;0;1;0;0;2008-06-17;2008-06-16;1593;0;0;0;0;3;0;0;0;0;0;0;0;0;2
61379;2008-12-19;0;0;9;2008-12-09;0;3;1;1;76;;0;;3;3;0;1;0;0;2008-12-23;2008-12-21;903;0;0;0;0;0;0;0;0;0;0;1;0;2;0
31082;2008-05-30;0;0;6;2008-05-30;0;3;0;0;67;;1;;3;2;0;1;0;0;2008-06-03;2008-05-31;695;0;0;0;0;0;2;0;0;0;0;0;0;0;0
8935;2009-01-18;1;0;12;2008-12-28;0;3;0;0;79;;0;;5;3;0;1;0;0;2009-01-20;2009-01-19;2111;0;0;0;3;0;0;0;0;0;0;0;0;0;0
44588;2008-07-16;1;0;4;2008-07-16;1;1;0;0;56;;0;BQ;2;2;0;0;0;0;2008-07-18;0000-00-00;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0
63391;2008-06-19;1;0;5;2008-06-19;0;1;0;0;97;;0;;2;1;0;0;0;1;2008-06-20;2008-06-19;230;0;0;0;1;0;0;0;0;0;0;0;0;0;0
49315;2008-12-14;0;0;5;2008-12-14;0;3;1;1;42;;0;;3;1;0;1;0;0;2008-12-16;2008-12-16;798;0;0;0;1;0;0;0;0;0;0;0;0;0;0
19220;2008-08-18;1;0;8;2008-08-18;0;1;3;0;71;;0;;5;1;0;0;0;0;2008-08-20;2008-08-19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1
43875;2008-04-03;0;0;12;2008-04-03;0;3;1;1;65;;0;;3;2;0;1;0;0;2008-04-07;2008-04-05;1145;0;0;0;1;0;1;0;0;0;0;0;0;0;0
10107;2008-12-09;1;0;4;2008-12-09;1;2;3;0;50;;0;;4;2;0;1;0;0;2008-12-11;2008-12-10;282;0;0;0;1;0;0;0;0;0;0;0;0;0;1
64377;2008-08-18;1;0;12;2008-08-18;0;2;0;0;45;;0;;2;1;0;1;0;1;2008-08-20;2008-08-19;428;0;0;0;0;0;1;0;0;0;0;0;0;0;0
26115;2008-09-07;1;0;12;2008-09-07;0;1;3;0;80;;0;;5;10;0;0;0;0;2008-09-09;0000-00-00;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0
37926;2008-05-31;0;0;8;2008-05-31;1;1;0;0;67;;0;;1;1;0;0;0;1;2008-06-03;2008-06-02;202;0;0;0;0;0;0;0;0;0;0;0;0;1;0
42508;2008-07-03;1;0;12;2008-07-03;0;1;0;0;47;47;0;;2;1;0;0;0;1;2008-07-07;2008-07-04;350;0;0;0;1;0;0;0;0;0;0;0;0;0;0
50817;2008-09-08;0;0;12;2008-09-08;0;1;2;0;79;;0;;4;2;0;0;0;0;2008-09-10;0000-00-00;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0
41778;2008-05-19;0;0;9;2008-05-19;0;1;0;0;39;;0;;4;1;0;0;0;0;2008-05-21;2008-05-20;725;0;0;0;1;0;0;0;0;0;0;0;0;0;0
784;2008-04-17;2;0;9;2008-04-17;0;1;0;0;51;;1;;1;1;0;0;0;0;2008-04-21;0000-00-00;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
53030;2008-08-10;0;0;9;2008-08-10;0;1;0;0;49;;0;;3;3;0;0;0;0;2008-08-12;2008-08-11;1114;0;0;0;1;2;0;0;0;0;0;0;0;0;0
55356;2009-02-13;1;0;11;2008-09-16;1;2;1;1;50;;0;;5;4;0;1;0;0;2009-02-16;2009-02-13;2132;0;0;0;4;0;0;0;0;0;0;0;0;0;0
53712;2008-10-23;1;0;12;2008-10-23;0;1;3;0;33;;0;;1;1;0;0;0;0;2008-10-24;0000-00-00;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
45852;2008-11-13;0;0;12;2008-11-13;1;1;0;0;28;;0;BQ;3;2;0;0;0;0;2008-11-17;2008-11-14;628;0;0;0;1;0;1;0;0;0;0;0;0;0;0
29389;2008-07-20;1;0;8;2008-07-20;0;2;0;0;47;;0;;4;1;0;1;0;0;2008-08-05;2008-07-22;991;0;0;0;0;0;0;0;0;0;0;0;0;1;0
13057;2008-10-30;0;0;12;2008-10-30;0;1;0;0;83;;0;;3;2;0;0;0;0;2008-10-31;2008-10-30;654;0;0;0;1;1;0;0;0;0;0;0;0;0;0
21527;2008-07-13;0;0;4;2008-07-13;0;2;0;0;52;;0;;4;2;0;1;0;0;2008-07-15;2008-07-14;904;0;0;0;1;1;0;0;0;0;0;0;0;0;0
1440;2008-09-01;0;0;5;2008-09-01;0;3;2;0;25;;0;;3;1;0;1;0;0;2008-09-03;2008-09-02;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
21456;2008-04-12;1;0;0;2008-04-12;0;1;0;0;35;;0;;3;3;0;0;0;0;2009-04-15;2008-04-14;386;0;1;0;2;0;0;0;0;0;0;0;0;0;0
39936;2008-10-10;0;0;4;2008-10-10;0;2;0;0;44;;1;;2;2;0;1;0;0;2008-10-23;2008-10-14;888;1;0;0;1;0;0;0;0;0;0;0;0;0;1
53863;2008-06-11;2;0;4;2008-06-11;0;1;0;0;32;;0;;3;2;0;0;0;0;2008-06-13;2008-06-12;596;0;0;0;2;0;0;0;0;0;0;0;0;0;0
30800;2008-09-30;0;0;12;2008-09-30;0;3;0;0;21;;0;;4;2;0;1;0;0;2008-10-01;2008-10-01;1383;0;0;0;2;0;0;0;0;0;0;0;0;0;0
37878;2008-09-16;0;0;2;2008-09-16;0;1;0;0;53;;0;;3;1;0;0;0;1;2008-09-18;2008-09-17;250;0;0;0;0;0;2;0;0;0;0;0;0;0;0
41790;2008-04-12;2;0;9;2008-04-12;1;1;2;0;29;;0;;3;1;0;0;0;0;2008-04-15;2008-04-14;644;0;0;0;1;0;0;0;0;0;0;0;0;0;0
42054;2008-12-30;0;0;2;2008-12-30;0;1;0;0;21;;0;;2;1;0;0;0;1;2009-01-01;2009-01-03;696;0;0;1;1;0;0;0;0;0;0;0;0;0;0
44319;2008-08-18;0;0;0;2008-08-18;0;2;2;0;44;;0;;4;1;0;1;0;0;2008-08-19;2008-08-19;942;0;0;0;2;0;0;0;0;0;0;0;0;0;0
51124;2008-09-03;0;0;8;2008-09-03;1;1;0;0;66;;0;;5;6;0;0;0;0;2008-09-05;2008-09-04;2030;0;0;0;1;5;0;0;0;0;0;0;0;0;0
37736;2008-05-01;2;0;4;2008-05-01;0;3;1;1;91;;0;;3;1;0;1;0;0;2008-05-05;2008-05-02;778;0;0;0;1;0;0;0;0;0;0;0;0;0;0
42529;2008-04-24;0;0;8;2008-04-24;0;1;0;0;61;;0;BD;3;1;0;0;0;1;2008-04-28;2008-04-25;188;0;0;0;0;0;0;0;0;0;0;0;0;2;0
22558;2008-09-28;1;0;5;2008-09-28;1;1;0;0;63;;1;;1;1;0;0;0;0;2008-09-30;0000-00-00;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
8646;2008-05-06;1;0;8;2008-05-06;0;3;1;1;46;;0;;5;2;0;1;0;0;2008-05-07;2008-05-06;892;0;0;0;2;0;0;0;0;0;0;0;0;0;0
60315;2008-12-19;1;0;8;2008-12-19;0;1;0;0;28;;0;;3;1;0;0;0;1;2009-01-02;2008-12-27;245;0;0;0;1;0;0;0;0;0;0;0;0;0;0
65512;2008-05-24;0;0;4;2008-05-24;0;2;2;0;41;;0;;4;4;0;1;0;0;2008-05-27;2008-05-26;1521;0;0;0;4;0;0;0;0;0;0;0;0;0;0
5291;2008-08-07;1;0;1;2008-08-07;1;1;0;0;40;;1;AR;1;1;0;0;0;0;2008-08-11;0000-00-00;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
1250;2008-10-12;0;0;5;2008-10-12;1;2;0;0;41;;1;;1;2;0;1;0;0;2008-10-14;2008-10-13;968;0;0;0;2;0;0;0;0;0;0;0;0;0;0
18125;2008-06-30;1;0;8;2008-06-30;0;1;3;0;69;;1;;3;3;0;0;0;0;2008-07-01;2008-07-01;426;0;0;0;4;0;0;0;0;0;0;0;0;0;0
15391;2008-11-01;0;0;4;2008-11-01;0;3;1;1;41;;0;;2;1;0;1;0;0;2008-11-04;2008-11-03;491;0;0;0;0;0;0;0;0;0;0;0;0;0;1
45590;2008-12-08;0;0;2;2008-12-08;0;1;3;0;79;;1;BQ;1;1;0;0;0;0;2008-12-10;0000-00-00;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
56409;2008-11-16;1;0;2;2008-11-15;1;3;1;1;97;;0;;4;4;0;1;0;0;2008-11-18;2008-11-18;2594;0;0;0;1;3;0;0;0;0;0;0;0;0;0
37694;2008-10-10;0;0;9;2008-10-10;1;1;2;0;39;;0;;4;1;0;0;0;0;2008-10-14;2008-10-11;597;0;0;0;0;0;1;0;0;0;0;0;0;0;0
2072;2008-08-27;0;0;5;2008-08-27;0;3;1;1;30;;0;;2;2;0;1;0;0;2008-09-10;2008-09-11;345;0;0;0;0;0;0;0;0;0;0;0;0;2;0
45612;2008-09-23;0;0;12;2008-09-23;0;3;3;0;30;;0;;3;1;0;1;0;0;2008-09-25;0000-00-00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
3436;2008-12-16;1;0;12;2008-12-16;0;1;3;0;92;92;0;CA;2;1;0;0;0;1;2008-12-18;2008-12-18;393;0;0;0;0;1;0;0;0;0;0;0;0;0;0
65814;2008-04-14;0;0;9;2008-04-14;0;1;0;0;84;;0;AB;4;2;0;0;0;0;2008-04-29;2008-04-23;641;0;0;0;2;0;0;0;0;0;0;0;0;0;0
19078;2008-10-13;1;0;8;2008-10-13;0;1;0;0;13;;0;;3;1;0;0;0;0;2008-10-28;2008-10-15;357;0;0;0;1;0;0;0;0;0;0;0;0;0;0
33232;2008-09-16;0;0;4;2008-09-16;1;2;0;0;53;;0;;4;1;0;1;0;0;2008-09-18;0000-00-00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
31103;2008-12-18;0;0;9;2008-12-18;0;1;0;0;74;;0;;5;3;0;0;0;0;2008-12-22;2008-12-19;873;0;0;0;4;0;0;0;0;0;0;0;0;0;0
31904;2008-09-08;0;0;8;2008-09-08;1;2;1;1;44;;0;;5;9;0;1;0;0;2009-09-11;2009-02-06;3332;0;0;0;1;8;0;0;0;0;0;0;0;0;0
66072;2008-08-17;0;0;12;2008-08-17;0;1;0;0;24;;0;BK;3;2;0;0;0;0;2008-08-19;0000-00-00;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0
26429;2008-11-08;0;0;9;2008-11-08;0;1;2;0;89;;0;BQ;1;1;0;0;0;0;2008-11-11;0000-00-00;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
37390;2008-12-10;1;0;9;2008-12-10;0;1;0;0;37;;0;CA;3;1;0;0;0;0;2008-12-12;2008-12-11;770;0;0;0;0;0;0;0;0;0;0;0;0;0;1
63551;2008-08-25;0;0;4;2008-08-25;0;1;0;0;32;;1;AR;1;1;0;0;0;0;2008-08-26;0000-00-00;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
65752;2008-10-13;1;0;9;2008-10-13;0;1;2;0;53;;0;BQ;1;1;0;0;0;0;2008-10-15;0000-00-00;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
65541;2008-11-18;0;0;4;2008-11-18;0;1;3;0;51;;0;;2;1;0;0;0;0;2008-11-20;2008-11-19;451;0;0;0;1;0;0;0;0;0;0;0;0;0;0
58691;2009-01-09;0;0;9;2008-11-22;0;1;0;0;55;;0;CA;2;1;0;0;0;0;2009-01-13;0000-00-00;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
27848;2008-10-30;1;0;8;2008-10-30;0;3;2;0;23;;0;;4;2;0;1;0;0;2008-10-31;2008-10-31;940;0;0;0;2;0;0;0;0;0;0;0;0;0;0
33205;2008-04-19;0;0;8;2008-04-19;1;1;0;0;91;;0;BQ;4;2;0;0;0;0;2008-04-22;2008-04-21;950;0;0;0;2;0;0;0;0;0;0;0;0;0;0
34450;2008-11-09;0;0;9;2008-11-09;0;1;1;1;59;;0;BQ;2;1;0;0;0;0;2008-11-11;2008-11-11;239;0;0;0;0;0;0;0;0;0;0;0;0;1;0
63844;2008-08-20;1;0;12;2008-08-20;0;1;2;0;31;;0;;3;3;0;0;0;0;2009-08-24;2008-08-27;356;0;1;0;2;0;0;0;0;0;0;0;0;0;0
18733;2008-12-29;1;0;12;2008-12-29;0;2;0;0;53;;1;;1;1;0;1;0;0;2008-12-30;2008-12-30;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
4172;2008-04-24;0;0;4;2008-04-24;0;2;1;1;44;;0;;5;2;0;1;0;0;2008-04-28;2008-04-26;271;0;0;0;2;0;0;0;0;0;0;0;0;0;0
62209;2008-08-27;0;0;12;2008-08-27;1;1;2;0;21;;0;;1;1;0;0;0;1;2008-08-28;2008-08-27;245;0;0;1;1;0;0;0;0;0;0;0;0;0;0
35402;2008-09-18;0;0;9;2008-09-18;0;1;0;0;07;;1;CA;3;1;0;0;0;0;2008-09-19;2008-09-19;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
21341;2008-10-31;0;0;12;2008-10-31;0;1;2;0;58;;1;AX;1;1;0;0;0;0;2008-11-04;0000-00-00;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
8504;2008-11-25;0;0;0;2008-11-25;0;1;2;0;21;;0;;4;2;0;0;0;0;2009-11-27;2008-11-27;976;0;1;0;1;0;0;0;0;0;0;0;0;0;0
11581;2008-06-27;1;0;4;2008-06-27;0;1;2;0;60;;1;BD;3;2;0;0;0;0;2008-07-01;0000-00-00;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0
57192;2008-05-29;0;0;9;2008-05-29;0;3;0;0;73;;0;;3;3;0;1;0;0;2008-05-30;2008-05-29;1025;0;0;0;0;3;0;0;0;0;0;0;0;0;0
9035;2008-08-11;0;0;4;2008-08-11;0;2;2;0;44;;0;;4;2;0;1;0;0;2008-08-13;2008-08-12;1522;0;0;0;2;0;0;0;0;0;0;0;0;0;0
35453;2009-02-03;0;0;2;2008-12-25;0;2;0;0;45;;1;;1;3;0;1;0;0;2009-02-05;2009-02-05;1242;0;0;0;0;3;0;0;0;0;0;0;0;0;0
15693;2008-11-20;0;0;0;2008-11-20;0;1;0;0;67;;0;;4;3;0;0;0;0;2008-11-24;2008-11-21;1143;1;0;0;3;0;0;0;0;0;0;0;0;0;0
16967;2008-09-25;0;0;9;2008-09-25;0;1;0;0;73;;1;AR;1;1;0;0;0;0;2008-09-29;0000-00-00;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0
61816;2008-12-10;1;0;8;2008-12-10;1;1;0;0;49;;0;;4;1;0;0;0;0;2008-12-11;2008-12-10;170;0;0;0;0;0;0;0;0;0;0;0;0;2;0
43744;2008-04-03;1;0;5;2008-04-03;0;2;0;0;50;;0;;4;2;0;1;0;0;2008-04-16;2008-04-25;612;0;0;0;2;0;0;0;0;0;0;0;0;0;0
23025;2008-10-04;1;0;12;2008-10-04;0;1;2;0;04;;0;;1;1;0;0;0;0;2008-10-07;0000-00-00;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
15909;2008-12-03;0;0;2;2008-12-03;0;1;0;0;76;;1;;4;2;0;0;0;0;2008-12-04;2008-12-03;1112;0;0;0;1;0;0;0;0;0;0;0;0;0;1
13368;2008-04-08;0;0;12;2008-04-08;0;1;0;0;50;;0;BR;4;3;0;0;0;0;2008-04-10;2008-04-09;1164;0;0;0;1;0;2;0;0;0;0;0;0;0;0
60064;2008-05-06;2;0;11;2008-05-06;0;1;3;0;50;;0;;1;1;0;0;0;0;2008-05-07;0000-00-00;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
61284;2008-06-03;1;0;8;2008-06-03;0;1;0;0;30;;0;BQ;3;3;0;0;0;0;2008-06-05;2008-06-06;659;0;0;0;0;2;1;0;0;0;0;0;0;0;0
59208;2008-12-03;0;0;12;2008-12-03;0;1;0;0;45;;0;;3;1;0;0;0;1;2008-12-05;2008-12-04;415;0;0;0;1;0;0;0;0;0;0;0;0;0;0
32724;2008-11-25;1;0;6;2008-11-25;0;1;0;0;97;;0;;4;2;0;0;0;0;2008-11-27;2008-11-26;235;0;0;0;1;1;0;0;0;0;0;0;0;0;0
35128;2008-04-07;0;0;4;2008-04-07;1;1;0;0;44;;1;;3;1;0;0;0;0;2008-04-08;2008-04-07;766;0;0;0;1;0;0;0;0;0;0;0;0;0;0
26909;2008-09-12;1;0;9;2008-09-12;1;1;3;0;40;;1;;1;1;0;0;0;0;2008-09-16;0000-00-00;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
24240;2008-08-29;0;0;0;2008-08-29;0;1;0;0;42;;1;BQ;1;1;0;0;0;0;2008-09-02;0000-00-00;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
58059;2008-05-05;0;0;4;2008-05-03;1;2;0;0;46;;1;BS;2;6;0;1;0;0;2008-05-07;2008-05-06;1881;0;0;0;2;4;0;0;0;0;0;0;0;0;0
37005;2008-08-04;0;0;5;2008-08-04;0;2;0;0;44;;0;;4;1;0;1;0;0;2008-08-05;2008-08-05;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
42214;2008-09-26;1;0;5;2008-09-26;1;1;0;0;69;;0;;2;1;0;0;0;1;2008-10-10;2008-10-09;703;0;0;0;0;0;0;0;0;0;0;0;0;1;0
64524;2008-07-15;1;0;12;2008-07-15;0;1;3;0;88;;0;;2;1;0;0;0;0;2008-07-17;0000-00-00;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
53572;2008-08-07;0;0;1;2008-08-07;0;3;0;0;59;;0;;3;2;0;1;0;0;2008-08-08;2008-08-07;1148;0;0;0;2;0;0;0;0;0;0;0;0;0;0
4014;2008-04-07;0;0;12;2008-04-07;0;1;0;0;71;;0;BQ;3;1;0;0;0;0;2008-04-08;2008-04-07;271;0;0;0;1;0;0;0;0;0;0;0;0;0;0
65111;2008-06-10;2;0;9;2008-06-10;0;1;0;0;14;;0;BO;2;1;0;0;0;1;2009-06-15;2008-06-11;324;0;0;0;0;1;0;0;0;0;0;0;0;0;0
52281;2008-12-16;1;0;2;2008-12-16;0;1;0;0;85;;0;;3;2;0;0;0;0;2008-12-18;2008-12-17;879;0;0;0;1;1;0;0;0;0;0;0;0;0;0
50908;2008-06-04;0;0;1;2008-06-04;1;3;1;1;35;;0;;1;1;0;1;0;0;2008-07-22;2008-10-11;319;1;0;0;0;1;0;0;0;0;0;0;0;0;0
1456;2008-12-14;1;0;8;2008-12-14;1;3;2;0;23;;0;;4;2;0;1;0;0;2008-12-16;2008-12-16;879;0;0;0;1;1;0;0;0;0;0;0;0;0;0
30756;2008-05-14;1;0;3;2008-05-14;0;1;2;0;38;;0;;1;7;0;0;0;0;2008-05-15;0000-00-00;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0
61805;2008-10-24;1;0;4;2008-10-24;1;1;3;0;79;;0;BQ;4;2;0;0;0;1;2008-11-06;2008-11-11;227;0;2;0;0;0;0;0;0;0;0;0;0;0;0
44252;2008-10-20;1;0;12;2008-10-20;0;1;3;0;38;;0;CA;2;1;1;0;0;1;2008-10-21;2008-10-20;294;0;0;0;1;0;0;0;0;0;0;0;0;0;0
17544;2008-09-20;1;0;12;2008-09-20;0;1;2;0;35;;0;;4;2;0;0;0;0;2008-09-23;2008-09-22;637;0;0;0;1;0;1;0;0;0;0;0;0;0;0
16785;2008-10-14;0;0;11;2008-10-14;0;1;0;0;78;;0;;1;1;0;0;0;1;2008-10-16;2008-10-15;273;0;0;1;0;1;0;0;0;0;0;0;0;0;0
44960;2008-12-03;0;0;0;2008-12-03;0;3;0;0;19;;0;;3;2;0;1;0;0;2008-12-05;2008-12-04;791;0;0;0;0;0;0;0;0;0;0;0;0;0;2
65758;2008-04-16;1;0;12;2008-04-16;1;2;2;0;44;59;0;;5;2;0;1;0;0;2008-04-30;2008-04-30;1226;0;0;0;1;0;0;0;0;0;0;0;0;1;0
30408;2008-10-28;0;0;4;2008-10-28;0;3;0;0;64;;0;;4;5;0;1;0;0;2009-11-02;2008-10-29;1933;0;2;0;3;0;0;0;0;0;0;0;0;0;0
32130;2008-12-11;1;0;9;2008-12-11;1;2;0;0;65;;1;;1;1;0;1;0;0;2008-12-15;2008-12-12;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
61923;2008-06-15;0;0;7;2008-06-15;0;1;0;0;45;;1;AH;1;1;0;0;0;0;2008-06-17;0000-00-00;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
17103;2008-06-04;0;0;3;2008-04-25;1;3;1;1;49;;0;BD;5;4;0;1;0;0;2008-06-05;2008-06-05;1553;0;0;0;4;0;0;0;0;0;0;0;0;0;0
49277;2008-08-26;1;0;9;2008-08-26;0;1;3;0;69;;0;;3;1;0;0;0;0;2008-08-28;0000-00-00;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
54727;2008-04-14;2;0;4;2008-04-14;0;3;2;0;55;;0;;2;1;0;1;0;1;2008-04-16;2008-04-15;199;0;0;0;0;0;0;0;0;0;0;0;0;1;0
8428;2008-11-13;1;0;9;2008-11-13;0;1;2;0;47;;0;;2;1;0;0;0;1;2008-11-27;2008-12-17;263;0;0;0;0;0;0;0;0;0;0;0;0;1;0
57234;2008-11-19;0;0;9;2008-11-19;0;1;2;0;49;;0;BQ;4;2;0;0;0;0;2008-11-20;0000-00-00;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0
57711;2008-12-15;0;0;4;2008-12-15;0;1;0;0;59;;0;;3;2;0;0;0;0;2008-12-17;2008-12-16;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0
59435;2008-07-18;0;0;2;2008-07-18;0;1;1;1;41;;0;;1;1;0;0;0;0;2008-07-22;2008-07-19;266;0;0;0;0;1;0;0;0;0;0;0;0;0;0
58209;2008-10-26;1;0;9;2008-10-26;0;1;3;0;67;;0;;1;1;0;0;0;0;2008-10-28;0000-00-00;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
19146;2008-04-13;2;0;4;2008-04-13;0;1;2;0;65;;0;BQ;2;1;0;0;0;0;2008-04-15;0000-00-00;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
58871;2008-10-28;0;0;8;2008-10-28;0;3;1;1;21;;0;;5;3;0;1;0;0;2008-10-30;2008-10-29;1282;0;0;0;1;0;2;0;0;0;0;0;0;0;0
25178;2008-10-14;0;0;9;2008-10-14;0;1;3;0;69;;0;;3;2;0;0;0;0;2009-10-16;2008-10-14;527;0;1;0;0;1;0;0;0;0;0;0;0;0;0
46097;2008-12-18;2;0;5;2008-12-18;0;1;3;0;26;;0;;5;2;0;0;0;0;2008-12-22;2008-12-19;259;0;0;0;1;0;0;0;1;0;0;0;0;0;0
47108;2008-04-26;1;0;4;2008-04-26;0;3;0;0;85;;0;;5;5;0;1;0;0;2008-04-29;2008-04-28;3131;0;0;0;5;0;0;0;0;0;0;0;0;0;0
43494;2008-04-06;2;0;8;2008-04-06;1;1;0;0;91;;0;;3;1;0;0;0;1;2009-04-08;2008-05-02;502;0;0;0;1;0;0;0;0;0;0;0;0;0;0
57764;2008-11-16;1;0;8;2008-11-16;1;3;2;0;26;;0;;5;2;0;1;0;0;2008-11-18;2008-11-17;1519;0;0;0;0;0;2;0;0;0;0;0;0;0;0
23766;2008-06-17;0;0;9;2008-06-17;1;2;0;0;53;;1;;1;1;0;1;0;1;2008-06-19;2008-06-18;397;0;0;0;1;0;0;0;0;0;0;0;0;0;0
18290;2008-11-17;0;0;4;2008-11-17;0;1;0;0;03;;0;;1;1;0;0;0;0;2008-11-18;2008-11-17;90;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1717;2008-07-28;0;0;12;2008-07-28;0;3;1;1;24;;0;;2;1;0;1;0;0;2009-07-31;2008-09-10;371;0;0;0;0;0;0;0;0;0;0;0;0;0;1
29172;2008-12-24;1;0;12;2008-12-24;0;2;0;0;41;;1;;1;1;0;1;0;0;2008-12-26;2008-12-27;986;0;0;0;1;0;0;0;0;0;0;0;0;0;0
51618;2008-09-12;0;0;12;2008-09-12;1;1;0;0;30;30;0;;3;1;0;0;0;0;2008-09-15;2008-09-12;675;0;0;0;1;0;0;0;0;0;0;0;0;0;0
58601;2008-05-18;0;0;6;2008-05-18;0;3;1;1;22;;0;;3;1;0;1;0;0;2008-05-20;2008-05-19;531;0;0;0;1;0;0;0;0;0;0;0;0;0;0
40512;2008-04-13;0;0;2;2008-04-12;0;3;0;0;68;;0;;4;2;0;1;0;0;2008-04-29;2008-04-14;409;0;0;0;2;0;0;0;0;0;0;0;0;0;0
57932;2008-04-14;0;0;5;2008-04-14;0;3;2;0;64;;0;;2;1;0;1;0;1;2008-04-15;2008-04-14;596;0;0;0;0;1;0;0;0;0;0;0;0;0;0
14355;2008-12-29;1;0;12;2008-12-29;0;1;2;0;79;;0;;1;1;0;0;0;1;2010-01-01;2009-04-18;205;0;0;0;1;0;0;0;0;0;0;0;0;0;0
48234;2009-03-20;0;0;0;2008-12-11;0;1;2;0;45;;1;BD;4;4;0;0;0;0;2009-03-23;2009-03-21;990;0;0;0;2;2;0;0;0;0;0;0;0;0;0
59773;2008-08-24;0;0;0;2008-08-24;1;2;0;0;44;;0;;4;3;0;1;0;0;2008-08-26;2008-08-25;1343;0;0;0;2;1;0;0;0;0;0;0;0;0;0
